Station,Route,Begin MP,End MP,Section Length,Location Description,AADT2022
035-0555,0089PM,372.3540,372.8640,0.5100,4800 South,"35,813"
035-0560,0089PM,372.8640,373.7380,0.8740,SR 266 4500 South,"32,926"
035-0570,0089PM,373.7380,374.6230,0.8850,3900 South,"30,374"
035-0575,0089PM,374.6230,375.5090,0.8860,SR 171 3300 South,"28,019"
035-0580,0089PM,375.5090,375.8950,0.3860,2700 South,"37,318"
035-0585,0089PM,375.8950,376.3930,0.4980,I 80,"32,680"
035-0590,0089PM,376.3930,376.9460,0.5530,2100 South,"29,522"
035-0595,0089PM,376.9460,377.5040,0.5580,1700 South,"28,954"
035-0600,0089PM,377.5040,378.0670,0.5630,1300 South,"24,435"
035-0605,0089PM,378.0670,378.8190,0.7520,900 S via State St - 400 S,"36,340"
035-1000,0089PM,378.8190,378.9730,0.1540,400 South RT turns West Via 400 South,"33,020"
035-0995,0089PM,378.9730,379.4190,0.4460,Main Street via 400 South,"31,720"
035-0990,0089PM,379.4190,380.1680,0.7490,300 West RT turns north via 300 West,"15,767"
035-0625,0089PM,380.1680,380.9190,0.7510,North Temple,"20,072"
035-0630,0089PM,380.9190,381.7620,0.8430,SR 268 600 North via 300 West,"10,576"
035-0635,0089PM,381.7620,383.7610,1.9990,SR 186 Victory Road - I 15 (Warm Springs),"22,934"
011-0180,0089PM,383.7610,385.0980,1.3370,I 15 Ramps via SR 89 - Eagleridge Dr  North Salt Lake,"26,783"
011-0185,0089PM,385.0980,385.4380,0.3400,Eagle Ridge Dr via SR 89 - Center St  North Salt Lake,"27,309"
011-0190,0089PM,385.4380,386.5440,1.1060,Center St via SR 89 - 3100 S (800 N)  North Salt Lake,"13,884"
011-0195,0089PM,386.5440,386.9940,0.4500,3100 S (800 N) North Salt Lake via SR 89 - 2600 S Bountiful,"18,748"
011-0200,0089PM,386.9940,388.6110,1.6170,SR 93 (2600 S) via SR 89 - SR 68 (500 S)  Bountiful,"17,086"
011-0210,0089PM,388.6110,389.2880,0.6770,SR 68 (500 S) via SR 89 (500 W) - SR 106 (400 N)  Bountiful,"17,820"
011-0215,0089PM,389.2880,389.6884,0.4004,SR 106 (400 N) via SR 89 (500 W) - I 15  Bountiful,"21,539"
011-0225,0089PM,395.5052,396.1170,0.6118,I 15 Lagoon Drive,"37,476"
011-0230,0089PM,396.1170,396.8000,0.6830,Park Lane,"37,731"
011-0231,0089PM,396.8000,397.5930,0.7930,SR 106 Shepards Lane,"37,985"
011-0241,0089PM,397.5930,398.7250,1.1320,SR 273 (Main St) via SR 89 - 200 S  Fruit Heights,"43,543"
011-0242,0089PM,398.7250,399.7240,0.9990,500 South Fruit Heights,"38,424"
011-0247,0089PM,399.7240,400.9150,1.1910,200 North Kaysville,"39,238"
011-0245,0089PM,400.9150,401.4090,0.4940,Mutton Hollow Road Kaysville,"39,406"
011-0255,0089PM,401.4090,403.2050,1.7960,SR 109 Layton,"39,257"
011-0256,0089PM,403.2050,404.2720,1.0670,Antelope Dr (Rt 1478),"38,027"
011-0261,0089PM,404.2720,405.6910,1.4190,SR 193 Hill Field Road,"50,296"
057-0260,0089PM,405.6910,406.3910,0.7000,SR 60 via SR 89 - I 84,"58,416"
057-0265,0089PM,406.3910,408.0230,1.6320,I 84 Uintah via SR 89 - Skyline Dr  Washington Terrace,"46,206"
057-0271,0089PM,408.0230,408.3080,0.2850,Skyline Dr via SR 89 - SR 203 Harrison Blvd,"43,165"
057-0275,0089PM,408.3080,410.3750,2.0670,SR 203 Harrison Blvd via SR 89 - 5000 S Washington Terrace,"27,354"
057-0280,0089PM,410.3750,412.0930,1.7180,5000 S via SR 89 Washington Blvd - 36th St  Ogden,"30,649"
057-0285,0089PM,412.0930,412.2680,0.1750,36th St via SR 89 Washington Blvd - SR 26 Riverdale Rd,"27,028"
057-0290,0089PM,412.2680,412.8080,0.5400,Riverdale Rd via Washington Blvd - 31st St   ATR 329,"29,984"
057-0295,0089PM,412.8080,412.9500,0.1420,SR 79 (31st St) via SR 89 Wahsington Blvd - 30th St  Ogden,"34,781"
057-0300,0089PM,412.9500,413.8170,0.8670,SR 79 (30th St) via SR 89 Washington Blvd - 24th St  Ogden,"31,791"
057-0305,0089PM,413.8170,414.3930,0.5760,SR 53 (24th St) via SR 89 Washington Blvd - 20th St  Ogden,"17,094"
057-0310,0089PM,414.3930,415.3020,0.9090,20th St via SR 89 Washington Blvd - 12th St Ogden,"33,568"
057-0315,0089PM,415.3020,416.3300,1.0280,SR 39 (12th St) via SR 89 Washington Blvd - 2nd St  Ogden,"33,594"
057-0320,0089PM,416.3300,416.9010,0.5710,2nd St via SR 89 Harrisville Rd - 400 N  Ogden,"10,427"
057-0321,0089PM,416.9010,417.2710,0.3700,400 N via SR 89 Harrisville Rd - SR 89 Wall Ave  Ogden,"14,307"
057-0326,0089PM,417.2710,418.0870,0.8160,SR 204 Wall Ave via SR 89 - Harrisville Rd,"15,426"
057-0325,0089PM,418.0870,420.1260,2.0390,Harrisville Rd via SR 89 - SR 134 (2700 N)  Harrisville,"15,426"
057-0330,0089PM,420.1260,422.3070,2.1810,SR 134 (2700 N) via SR 89 - Pleasant View Dr,"7,439"
057-0335,0089PM,422.3070,423.1200,0.8130,Pleasant View Dr via SR 89 - SR 126  Pleasant View,"10,475"
003-0315,0089PM,423.1200,426.8850,3.7650,SR 126 via SR 89 - 600 S  Willard,"12,655"
003-0320,0089PM,426.8850,428.5320,1.6470,600 S via SR 89 (Main St) -  SR 315 (750 N)  Willard,"13,833"
003-0326,0089PM,428.5320,429.9120,1.3800,SR 315 (750 N) via SR 89 (Main St) Willard - Hargis Hill Rd,"11,502"
003-0325,0089PM,429.9120,430.8210,0.9090,Hargas Hill Rd via SR 89 - Osmond Ln (3000 S)   Perry,"13,241"
003-0331,0089PM,430.8210,433.2858,2.4648,Osmond Lane (3000 S) - SR 91/SR 13  Brigham City,"17,317"
005-0095,0089PM,458.3999,459.1980,0.7981,SR 91 (Main St) via SR 89 (400 N) - 600 E  Logan,"18,791"
005-0100,0089PM,459.1980,460.0540,0.8560,600 E via SR 89 (400 N) - 1200 E   Logan,"12,718"
005-0105,0089PM,460.0540,470.8960,10.8420,1200 E via SR 89 Logan - Wood Camp Campground,"5,254"
005-0115,0089PM,470.8960,480.0710,9.1750,Wood Camp Campground  via SR 89 - Tony Grove Lake,"8,608"
005-0120,0089PM,480.0710,486.1770,6.1060,Tony Grove Lake via SR 89 - SR 243 Beaver Mtn,"2,887"
005-0125,0089PM,486.1770,493.7240,7.5470,SR 243 Beaver Mtn via SR 89 - Mahogany Dr  Garden City,"4,138"
033-0075,0089PM,493.7240,497.5610,3.8370,Mahogany Dr via SR 89 - SR 30  Garden City  *ATR* 362,"3,195"
033-0085,0089PM,497.5610,501.6412,4.0802,SR 30 Garden City via SR 89 - Idaho State Line *ATR* 304,"3,564"
003-0335,0090PM,0.0000,0.4860,0.4860,SR 13 (Main St) via SR 90 (200 S) - 600 E Brigham City,"10,624"
003-0340,0090PM,0.4860,1.1824,0.6964,600 E via SR 90 (200 S) - End of Two Way Traffic  Brigham City,"3,219"
003-0345,0091PM,0.0000,1.3900,1.3900,I 15 via SR 91- 775 W Brigham City,"22,593"
003-0350,0091PM,1.3900,2.0080,0.6180,775 W via SR 91 - SR 89 (Main St)  Brigham City,"25,449"
003-0355,0091PM,2.0080,3.7800,1.7720,SR 89 (Main St) via SR 89 - SR 90  Brigham City,"25,521"
003-0360,0091PM,3.7800,5.7470,1.9670,SR 90 Brigham City via SR 91 - Mantua Ramps,"22,787"
003-0370,0091PM,5.7470,6.6440,0.8970,Mantua Ramps via SR 91 - 500 N  Mantua,"22,826"
003-0375,0091PM,6.6440,16.9260,10.2820,500 N Mantua via SR 91 - SR 23 (Center St)  Wellsville,"21,028"
005-0132,0091PM,16.9260,19.1570,2.2310,SR 23 (Center St) via SR 91 - SR 101  Wellsville,"20,146"
005-0135,0091PM,19.1570,21.7970,2.6400,SR 101 Wellsville via SR 91 - 3200 S  College Ward  ATR 363,"26,315"
005-0136,0091PM,21.7970,23.7510,1.9540,3200 S College Ward via SR 91 - SR 252 (1000 W) Logan,"26,329"
005-0140,0091PM,23.7510,24.3390,0.5880,SR 252 (1000 W) via SR 91 - 1700 S  Logan,"23,803"
005-0145,0091PM,24.3390,25.6310,1.2920,1700 S via SR 91 - SR 165  Logan,"21,964"
005-0150,0091PM,25.6310,26.2220,0.5910,SR 165 via SR 91 (Main St) - 300 S  Logan,"44,297"
005-0155,0091PM,26.2220,26.8630,0.6410,300 S via SR 91 (Main St) - SR 30 (200 N) Logan,"34,765"
005-0160,0091PM,26.8630,27.1280,0.2650,SR 30 (200 N) via SR 91 (Main St) - SR 89 (400 N)  Logan,"43,188"
005-0165,0091PM,27.1280,28.4050,1.2770,SR 89 (400 N) via SR 91 (Main St) - 1400 N  Logan,"36,453"
005-0170,0091PM,28.4050,29.7980,1.3930,1400 N via SR 91 (Main St) - SR 252 (2500 N)  Logan,"33,462"
005-0180,0091PM,29.7980,31.2830,1.4850,SR 252 (2500 N) via SR 91 (Main St) - Hyde Park Ln  Logan,"37,279"
005-0185,0091PM,31.2830,31.8600,0.5770,Hyde Park Ln via SR 91 - 4200 N  Hyde Park,"31,029"
005-0186,0091PM,31.8600,32.9860,1.1260,Hyde Park Ln (4200 N) via SR 91 - 600 S  Smithfield,"36,901"
005-0190,0091PM,32.9860,33.9960,1.0100,600 S via SR 91 (Main St) - SR 218 (100 N)  Smithfield,"30,954"
005-0195,0091PM,33.9960,34.9930,0.9970,SR 218 (100 N) via SR 91 (Main St) - 800 N  Smithfield,"13,709"
005-0200,0091PM,34.9930,39.1340,4.1410,800 N Smithfield via SR 91 - 600 S  Richmond,"14,519"
005-0205,0091PM,39.1340,39.9630,0.8290,600 S via SR 91 - SR 142 (Main St)  Richmond,"14,908"
005-0210,0091PM,39.9630,43.6470,3.6840,SR 142 (Main St) Richmond via SR 91 - SR 61 (13400 N),"12,341"
005-0220,0091PM,43.6470,45.2150,1.5680,SR 61 (13400 N) via SR 91 - Idaho State Line  ATR 303,"9,130"
049-0580,0092PM,0.0000,0.7890,0.7890,I 15 Highland,"23,381"
049-0579,0092PM,0.7890,3.9190,3.1300,Triumph Blvd,"18,802"
049-0581,0092PM,3.9190,4.9530,1.0340,6800 West (Highland Blvd),"25,679"
049-0582,0092PM,4.9530,5.8440,0.8910,6000 West,"21,593"
049-0585,0092PM,5.8440,6.4630,0.6190,SR 74 Alpine,"18,699"
049-0586,0092PM,6.4630,7.6040,1.1410,4800 West,"10,815"
049-0590,0092PM,7.6040,7.9810,0.3770,SR 146 East of Alpine,"3,621"
049-0595,0092PM,7.9810,10.2190,2.2380,State Park Fee Station,"2,929"
049-0596,0092PM,10.2190,22.6690,12.4500,West Boundary Timpanogos National Monument,996
049-0600,0092PM,22.6690,27.3128,4.6438,Aspen Grove - SR 189 Provo Canyon,"3,401"
011-0270,0093PM,0.0000,0.3751,0.3751,I 15 via SR 93 (2600 S) - SR 89  Woods Cross,"30,708"
019-0050,0094PM,0.0000,0.9577,0.9577,I 70 via SR 94 - Old Cisco Hwy Thompson Springs,987
055-0085,0095PM,0.0000,26.0930,26.0930,SR 24 Hanksville via SR 95 - SR 276 *ATR* 414,756
017-0125,0095PM,26.0930,48.5560,22.4630,SR 276 to Bullfrog Marina via SR 95 - Hite Marina,301
037-0015,0095PM,48.5560,83.5290,34.9730,Hite Marina via SR 95 - SR 276 Halls Crossing,199
037-0016,0095PM,83.5290,91.1340,7.6050,SR 276  Halls Crossing via SR 95 - SR 275 Natural Bridges,451
037-0025,0095PM,91.1340,121.3317,30.1977,SR 275 Natural Bridges via SR 95 - SR 191,544
007-0140,0096PM,0.0000,3.0030,3.0030,Clear Creek Pavement Change via SR 96 - SR 264  Clear Creak,591
007-0145,0096PM,3.0030,6.2590,3.2560,SR 264 via SR 96/Ivy St - Meridan St  Scofield,"1,872"
007-0605,0096PM,6.2590,13.8270,7.5680,"""Meridian St Scofield via SR 96 - State Park-""""""""Madsen Bay Unit""""""""""","1,970"
049-0605,0096PM,13.8270,22.7779,8.9509,"""Scofield State Park-""""""""Madsen Bay Unit"""""""" via SR 96 - SR 6""",750
057-0340,0097PM,0.0000,2.0380,2.0380,SR 37 (5000 W) via SR 97 (5500 S) - 4300 W  Hooper,"10,796"
057-0345,0097PM,2.0380,3.0810,1.0430,4300 W via 5500 S - SR 108 (3500 W)  Hooper,"13,310"
057-0350,0097PM,3.0810,4.0820,1.0010,SR 108 (3500 W) via SR 97 (5600 S) - 2700 W  Roy,"18,032"
057-0355,0097PM,4.0820,4.4080,0.3260,2700 W via SR 97 (5600 S) -  2500 W  Roy,"19,163"
057-0360,0097PM,4.4080,5.0820,0.6740,2500 W via SR 97 (5600 S) - SR 126 (1900 W)  Roy,"22,402"
057-0365,0097PM,5.0820,5.3316,0.2496,SR 126 (1900 W) via SR 97 (5600 S) - I 15  Roy,"35,440"
027-0180,0099PM,0.0000,0.4310,0.4310,I 15 South Fillmore via SR 99 - 900 S,"2,690"
027-0181,0099PM,0.4310,1.6860,1.2550,900 S via SR 99 - 500 S (Rt turns into Main St) Fillmore,"3,185"
027-0185,0099PM,1.6860,3.0860,1.4000,500 S via SR 99 (Main St)  - SR 100 (400 N)  Fillmore,"6,355"
027-0190,0099PM,3.0860,3.3800,0.2940,SR 100 (400 N) via SR 99 (Main St) - 600 North  Fillmore,"3,444"
027-0195,0099PM,3.3800,4.1740,0.7940,600 N via SR 99 (Main St) - I 15,"2,938"
027-0200,0100PM,0.0000,1.5730,1.5730,SR 99 via 400 N - 1100 W  Fillmore,"1,289"
027-0205,0100PM,1.5730,4.6650,3.0920,1100 W via 500 N - 3200 W  Fillmore,744
027-0210,0100PM,4.6650,16.9447,12.2797,SR 100 turns North East of Flowell via 3200 W - SR 50,758
005-0225,0101PM,0.0000,1.2150,1.2150,SR 23 (Center St) via SR 101 (Main St) - SR 91  Wellsville,"3,955"
005-0230,0101PM,1.2150,3.7480,2.5330,SR 91 via SR 101 Wellsville - 400 W  Hyrum,"5,790"
005-0240,0101PM,3.7480,5.9310,2.1830,300 N via SR 101 (400 W) - SR 165 (800 E)  Hyrum,"3,341"
005-0250,0101PM,5.9310,7.7050,1.7740,SR 165 (800 E) via SR 101 Hyrum - Blacksmith Fork River CG,"3,638"
005-0255,0101PM,7.7050,21.2860,13.5810,Blacksmith Fork River CG via SR 101 - Hardware Ranch Sign,424
005-0260,0101PM,21.2860,21.7849,0.4989,Hardware Ranch via SR 101 - End Road (Visitors Center),184
003-0380,0102PM,0.0000,9.4530,9.4530,SR 83 via SR 102 - 10800 W  Thatcher,458
003-0381,0102PM,9.4530,14.1920,4.7390,10400 N Thatcher via SR 102 (10800 W) - I 84,"2,923"
003-0382,0102PM,14.1920,15.5110,1.3190,I 84 via SR 102 (Main St) - 1000 W  Tremonton,"7,307"
003-0387,0102PM,15.5110,16.5080,0.9970,1000 W via SR 102 (Main St) - SR 82 (300 E) Tremonton,"7,134"
003-0383,0102PM,16.5080,17.5140,1.0060,SR 82 (300 E) via SR 102 (Main St) - SR 13 (1600 E) Tremonton,"8,509"
003-0384,0102PM,17.5140,18.3520,0.8380,SR 13 (1600 E) via SR 102 (Main St) - 4400 W  Tremonton,"3,431"
003-0385,0102PM,18.3520,20.0912,1.7392,4400 W SR 102 - SR 38 Deweyville,"2,882"
011-0280,0103PM,0.0000,0.2131,0.2131,SR 126 via SR 103 (650 N) - Entrance Air Force Base  Clearfield,"17,915"
057-0370,0104PM,0.0000,0.6800,0.6800,SR 126 (1900 W) via SR 104 Wilson Ln (2100 S) - I 15  Ogden,"14,134"
057-0375,0104PM,0.6800,1.0060,0.3260,I 15 via SR 104 (21st St) - 1100 W  Ogden,"21,388"
057-0376,0104PM,1.0060,1.7860,0.7800,1100 W via SR 104 (21st St) - Begin One Way  Ogden,"15,989"
057-0385,0104PM,1.7860,2.5072,0.7212,Begin OneWay E/B via SR 104 (21st St)-SR 204 Wall Ave Ogden,"10,843"
057-1525,0104PM,2.5082,2.7160,0.2078,SR 204 Wall Ave via 20th St - End of Two Way near Rushton St,"9,064"
057-0386,0104PM,2.7160,3.1981,0.4821,Begin One Way near Rushton St via 20th St - End of Route,"9,064"
011-0284,0105PM,0.0000,0.4700,0.4700,SR 67 Legacy Hwy via SR 105 (Parrish Ln) - I 15  Centerville,"6,087"
011-0285,0105PM,0.4700,1.1257,0.6557,I 15 via SR 105 (Parrish Ln) - SR 106 (Main St)  Centerville,"18,192"
011-0300,0106PM,0.0000,0.4470,0.4470,I 15 via SR 106 (400 N) - SR 89 (500 W)  West Bountiful,"10,058"
011-0305,0106PM,0.4470,1.0560,0.6090,SR 89 (500 W) via SR 106 (400 N) - Main St  Bountiful,"18,926"
011-0310,0106PM,1.0560,1.5290,0.4730,Main St via SR 106 (400 N/Main St) - 1000 N Bountiful,"12,837"
011-0315,0106PM,1.5290,2.0130,0.4840,1000 N via SR 106 (Main St) - Pages Ln  Bountiful,"14,731"
011-0320,0106PM,2.0130,3.0420,1.0290,Pages Ln  Bountiful  via SR 106 (Main St) - SR 105 (Parrish Ln),"16,135"
011-0325,0106PM,3.0420,5.0580,2.0160,SR 105 Parrish Ln via SR 106 (Main St) - 2150 N Centerville,"10,322"
011-0330,0106PM,5.0580,7.2830,2.2250,2150 N via SR 106 (Main/State St) - Main St  Farmington,"7,652"
011-0340,0106PM,7.2830,8.2880,1.0050,SR 227/State St via SR106 (Main St) - Park Ln Farmington,"10,054"
011-0345,0106PM,8.2880,9.0340,0.7460,Park Ln via SR 106 (Main St) - Shepard Ln  Farmington,"11,458"
011-0350,0106PM,9.0340,9.4392,0.4052,Main St via SR 106 (Shepard Ln) - SR 89  Farmington,"10,778"
011-0355,0107PM,0.0000,1.5031,1.5031,SR 110 4500 W via 300 N - 3000 W  West Point,"10,089"
011-0380,0108PM,0.0000,0.6990,0.6990,University Pk Blvd via SR108 Antelope Dr-SR126 Main St Layton,"58,441"
011-0385,0108PM,0.6990,0.9980,0.2990,SR126 Main St Layton via SR108 Antelope Dr -1000 E Syracuse,"35,297"
011-0390,0108PM,0.9980,1.5720,0.5740,1000 E Sryacuse via SR 108 Antelope Dr - Freeport Center,"42,291"
011-0395,0108PM,1.5720,3.0040,1.4320,Freeport Center via SR 108 Antelope Dr - 1000 W  Syracuse,"35,841"
011-0396,0108PM,3.0040,4.0100,1.0060,1000 W via SR 108 Antelope Dr - 2000 W  Syracuse,"26,577"
011-0400,0108PM,4.0100,5.0060,0.9960,Antelope Dr Syracuse via SR 108 (2000 W) - 700 S West Point,"18,343"
011-0405,0108PM,5.0060,6.0060,1.0000,700 S  via SR 108 (2000 W) - SR 107 (300 N) West Point,"27,741"
011-0410,0108PM,6.0060,6.5080,0.5020,SR 107 (300 N) via SR 108 (2000 W) - 800 N  West Point,"23,303"
011-0415,0108PM,6.5080,7.5090,1.0010,800 N West Point via SR 108 (2000 W) - SR 37 (1800 N) Clinton,"17,717"
011-0420,0108PM,7.5090,8.5100,1.0010,SR 37 (1800 N) Clinton via SR 108 (2000 W) -  6000 S Roy,"21,269"
057-0391,0108PM,8.5100,9.0080,0.4980,6000 S via SR 108 (3500 W) - SR 97 (5600 S)  Roy,"22,812"
057-0395,0108PM,9.0080,11.3360,2.3280,SR 97 (5600 S) via 3500 W/Midland Dr - SR 37 (4000 S)  Roy,"20,592"
057-0400,0108PM,11.3360,11.9860,0.6500,SR 37 (4000 S) via SR 108 Midland Dr - SR 79 Hinkley Dr  Roy,"21,699"
057-0401,0108PM,11.9860,12.9216,0.9356,SR 79 Hinkley Dr via SR 108 Midland Dr - SR 126 (1900 W),"13,430"
011-0406,0109PM,0.0000,0.4520,0.4520,SR 126 Main St via SR 109 Gentile St - Fort Lane  Layton,"15,056"
011-0430,0109PM,0.4520,1.1150,0.6630,Fort Lane via SR 109 Gentile - Fairfield  Layton,"15,600"
011-0435,0109PM,1.1150,2.9992,1.8842,Fairfield Rd via SR 109 Gentile St/Oak Hills Dr - SR 89  Layton,"13,842"
011-0440,0110PM,0.0000,1.9880,1.9880,SR127 Antelope Dr via SR110 4500W-SR107 300N  West Point,"2,449"
011-0445,0110PM,1.9880,3.4912,1.5032,SR 107 (300 N) via SR 110 (4500 W) - SR 37 West Point,"3,789"
035-0645,0111PM,0.0000,2.3290,2.3290,SR 48 East of Copperton,"7,444"
035-0650,0111PM,2.3290,5.8370,3.5080,7800 South,"9,972"
035-0655,0111PM,5.8370,7.0680,1.2310,SR 173 5400 South,"13,057"
035-0660,0111PM,7.0680,8.1120,1.0440,Road Left to Bacchus,"18,416"
035-0665,0111PM,8.1120,9.1110,0.9990,4100 South via 8400 West,"16,192"
035-0670,0111PM,9.1110,9.6060,0.4950,SR 171 3500 South,"14,444"
035-0675,0111PM,9.6060,10.6220,1.0160,3100 South - SR 201,"18,552"
045-0166,0112PM,0.0000,0.5330,0.5330,SR 138 via SR 112 - Durfee (300 S)  Grantsville,"6,128"
045-0164,0112PM,0.5330,5.8610,5.3280,Durfee St (300 S) Grantsville via SR 112 1000 N  Tooele,"6,830"
045-0167,0112PM,5.8610,7.2140,1.3530,Utah Ave via SR 112 (1000 N) - 600 W  Tooele,"6,108"
045-0168,0112PM,7.2140,8.2172,1.0032,600 W via SR 112 (1000 N) - SR 36 (Main St)  Tooele,"4,691"
051-0055,0113PM,0.0000,1.0400,1.0400,SR 189 via SR 113 - 3000 S  Charleston,"2,931"
051-0060,0113PM,1.0400,2.1460,1.1060,3000 S via SR 113 - Tate Lane  Charleston,"3,750"
051-0065,0113PM,2.1460,3.9040,1.7580,Tate Lane via SR 113 - SR 222 (Main St)  Midway,"3,816"
051-0070,0113PM,3.9040,4.9340,1.0300,SR 222 via SR 113 (Main St)  Johnson Mill Rd  Midway,"8,594"
051-0075,0113PM,4.9340,6.6280,1.6940,Johnson Mill Rd Midway via SR 113 - 600 W  Heber,"12,998"
051-0080,0113PM,6.6280,7.1379,0.5099,600 W via SR 133 (100 S) - SR 40 (Main St)  Heber,"8,680"
049-0610,0114PM,0.0000,1.0830,1.0830,SR 89 500 West Provo,"34,552"
049-0615,0114PM,1.0830,1.5940,0.5110,I 15 via Center Street,"27,425"
049-0620,0114PM,1.5940,2.3620,0.7680,2050 West (Geneva Road) SR 114 turns North,"10,868"
049-0625,0114PM,2.3620,5.0220,2.6600,820 North,"12,796"
049-0630,0114PM,5.0220,6.6300,1.6080,SR 265 1200 South Orem,"13,348"
049-0635,0114PM,6.6300,7.6600,1.0300,Center Street Orem,"19,467"
049-0640,0114PM,7.6600,8.6660,1.0060,SR 52 800 North Orem,"16,356"
049-0646,0114PM,8.6660,10.3640,1.6980,SR 241 1600 North Orem,"18,799"
049-0645,0114PM,10.3640,10.9349,0.5709,700 North Lindon - SR 89,"13,289"
049-0650,0115PM,0.0000,0.5430,0.5430,SR 198 100 North Payson,"14,271"
049-0655,0115PM,0.5430,0.7440,0.2010,600 North Payson,"16,386"
049-0666,0115PM,0.7440,2.8130,2.0690,I 15 Payson,"3,220"
049-0665,0115PM,2.8130,3.7020,0.8890,8000 South,"2,125"
049-0670,0115PM,3.7020,6.0000,2.2980,SR 147 Benjamin via 3200 West SR 115 turns East,"1,017"
049-0675,0115PM,6.0000,7.0820,1.0820,1400 West via 7300 South SR 115,"1,367"
049-0685,0115PM,7.0820,8.2644,1.1824,Rt turns on 6800 South - SR 156,"3,174"
039-0125,0116PM,0.0000,0.4040,0.4040,SR 132 via SR 116 (Main St) - Race Track Lane  Moroni,"4,646"
039-0130,0116PM,0.4040,6.5640,6.1600,Race Track Lane Moroni via SR 116 - 500 W  Mt Pleasant,"3,434"
039-0135,0116PM,6.5640,7.0696,0.5056,500 W via SR 116 (Main St) - SR 89 (State St)  Mt Pleasant,"3,924"
039-0140,0117PM,0.0000,3.6230,3.6230,200 W via SR 117 (200 N) - Feed Mill Rd (2750 E)  Wales,432
039-0145,0117PM,3.6230,4.9230,1.3000,Feed Mill Rd via SR 117 -  SR 132  Chester,811
039-0150,0117PM,4.9230,7.1630,2.2400,SR 132 Chester via SR 117 - SR 89,938
039-0155,0117PM,7.1630,8.5560,1.3930,SR 89 via SR 117 - Main St  Spring City,914
039-0165,0117PM,8.5560,12.2101,3.6541,300 N via SR 117 (Main St) Spring City - SR 89,"1,822"
041-0140,0118PM,0.0000,0.4880,0.4880,I 70 via SR 118 (Main St) - State St  Joseph,910
041-0145,0118PM,0.4880,0.7250,0.2370,State St via SR 118 (Main St) - 200 E  Joseph,592
041-0146,0118PM,0.7250,6.0250,5.3000,200 E via SR 118 (Main St) Joseph - Main St  Monroe,723
041-0150,0118PM,6.0250,6.6190,0.5940,100 S via SR 118 (Main St) - 400 N  Monroe,"4,246"
041-0155,0118PM,6.6190,10.0450,3.4260,400 N via SR 118 (Main St) Monroe - SR 258,"4,596"
041-0156,0118PM,10.0450,12.8100,2.7650,SR 258 via SR 118 - Main St/Airport Rd,"5,533"
041-0157,0118PM,12.8100,14.6879,1.8779,Main St (Rt 2548) via SR 118 - SR 120 Richfield,"5,809"
041-0160,0118PM,14.6889,15.0740,0.3851,SR 120 (Main St) via SR 118 (300 N) - 400 E  Richfield,"12,269"
041-0165,0118PM,15.0740,15.5650,0.4910,400 E via SR 118 (300 N) - SR 119  Richfield,"7,069"
041-0222,0118PM,15.5650,21.4730,5.9080,SR 119 (300 N) via SR 118 - Main St (550 S)  Sigurd,"2,822"
041-0221,0118PM,21.4730,24.1728,2.6998,Main St (550 S) via SR 118 - SR 24  Sigurd,"2,540"
041-0170,0119PM,0.0000,4.2360,4.2360,SR 118 Richfield via SR 119 - Black Knoll Rd/Main St  Glenwood,"2,125"
041-0180,0119PM,4.2360,8.7546,4.5186,Blackknoll Rd/Main St Glenwood via SR 119 - SR 24,711
041-0185,0120PM,0.0000,1.0080,1.0080,I 70 South Richfield via SR 120 (1300 S) - SR 118 (Main St),"5,135"
041-0190,0120PM,1.0080,2.3070,1.2990,SR 118 (1300 S) via SR 120 (Main St) - Center St  Richfield,"18,004"
041-0200,0120PM,2.3070,2.5960,0.2890,Center St via SR 120 (Main St) - SR 118 (300 N)  Richfield,"13,267"
041-0205,0120PM,2.5960,3.2660,0.6700,SR 118 (300 N) via SR 120 (Main St) - 1000 N  Richfield,"10,675"
041-0210,0120PM,3.2660,3.8745,0.6085,1000 N via SR 120 (Main St)  - I 70 North Richfield,"5,022"
013-0105,0121PM,0.0000,0.5600,0.5600,SR 40 (200 E) via SR121 (200 N) - approx 450 W  Roosevelt,"9,753"
013-0110,0121PM,0.5600,4.9570,4.3970,200 N via SR 121 - Cedarview (4000 N)  Roosevelt,"6,125"
013-0115,0121PM,4.9570,9.9870,5.0300,Cedarview (4000 N) via SR 121 (2000 W) - 9000 N  Neola,"1,712"
013-0120,0121PM,9.9870,12.9840,2.9970,2000 W Neola via SR 121 (9000 N) - 1500 E,"1,755"
047-0090,0121PM,12.9840,17.4580,4.4740,1500 E via SR 121 (9000 N) - 7000 N,"1,131"
047-0095,0121PM,17.4580,23.6940,6.2360,4500 E via SR 121 (7000 N) - 10700 E La Point,970
047-0100,0121PM,23.6940,37.7340,14.0400,10700 E La Point via SR 121 (7000 N/500 N) - 2500 W  Vernal,"2,194"
047-0105,0121PM,37.7340,38.7490,1.0150,2500 W via SR 121 (500 N) - 1500 W  Vernal,"8,200"
